loan_id,user_id,reason,loan_amount,balance_paid,date_created
10131,38585,Business Expansion,39191,28438,2018-12-05
10132,38588,Other,11502,7198,2016-06-23
10132,38588,Lifestyle Changes,41594,25947,2024-05-28
10132,38588,Appliance Purchase,90975,46077,2012-12-10
10133,38591,Insurance Premiums,126804,100584,2012-08-27
10133,38591,Technology Purchase,3383,1812,2021-07-07
10133,38591,Home Purchase,87304,75756,2010-10-01
10134,38596,Home Purchase,69148,23942,2015-12-23
10134,38596,Insurance Premiums,105536,51624,2017-10-12
10135,38598,Education Expenses,12091,4908,2017-10-16
10135,38598,Other,125708,30389,2014-04-09
10135,38598,Lifestyle Changes,27827,13221,2016-02-14
10136,38605,Insurance Premiums,117210,67900,2023-04-23
10137,38607,Medical Expenses,183861,94574,2013-08-09
10137,38607,Renewable Energy Installations,196540,183186,2022-09-25
10138,38608,Charitable Contributions,115821,35563,2021-01-14
10139,38611,Other,66442,25312,2019-10-31
10140,38615,Charitable Contributions,45022,15439,2013-12-24
10140,38615,Education Expenses,178286,155203,2015-12-21
10141,38635,Other,145124,74398,2022-04-25
10142,38636,Technology Purchase,138189,7839,2018-02-26
10143,38638,Home Purchase,144454,3040,2020-03-16
10144,38642,Renewable Energy Installations,68150,59786,2021-12-01
10144,38642,Home Renovation,23989,10076,2020-07-02
10145,38644,Home Purchase,106627,8470,2016-01-28
10145,38644,Home Purchase,53259,43331,2014-02-06
10146,38645,Insurance Premiums,88505,31820,2016-08-22
10146,38645,Personal Projects,115433,5564,2014-02-16
10146,38645,Lifestyle Changes,6804,416,2011-08-02
10147,38646,Moving Expenses,186689,77457,2014-08-09
10147,38646,Home Purchase,171795,121923,2024-06-13
10148,38647,Large Purchases,91523,17153,2019-09-29
10149,38650,Legal Fees,96027,15408,2020-02-13
10150,38664,Personal Projects,71461,59853,2017-05-18
10150,38664,Adoption Costs,137971,73938,2020-09-14
10151,38665,Vehicle Purchase,48447,17637,2010-02-05
10151,38665,Technology Purchase,64968,32539,2012-09-16
10151,38665,Renewable Energy Installations,105936,97124,2019-07-26
10152,38666,Debt Consolidation,77791,12471,2019-07-18
10152,38666,Investment Opportunities,81665,40406,2014-02-11
10152,38666,Business Startup,15972,13664,2016-11-28
10153,38670,Charitable Contributions,53790,17535,2017-08-10
10154,38671,Home Renovation,177350,142148,2019-09-06
10154,38671,Seasonal Expenses,77193,43124,2012-10-02
10155,38672,Business Expansion,35439,18203,2024-06-03
10155,38672,Home Renovation,39191,30231,2022-08-30
10155,38672,Debt Consolidation,18836,2687,2017-09-04
10156,38674,Legal Fees,2904,1125,2020-12-01
10156,38674,Legal Fees,69944,42139,2022-05-04
10156,38674,Medical Expenses,175140,95020,2010-02-01
10157,38681,Vehicle Purchase,197970,92968,2010-09-28
10158,38682,Legal Fees,142738,103620,2023-08-06
10159,38684,Charitable Contributions,43961,24647,2016-07-02
10159,38684,Business Startup,21704,18925,2010-10-19
10160,38685,Credit Score Improvement,76845,50648,2020-07-09
10160,38685,Wedding Costs,68981,23715,2020-06-11
10161,38690,Business Startup,114606,37294,2016-04-01
10162,38696,Medical Expenses,134278,65788,2021-03-20
10162,38696,Holiday Shopping,82056,77983,2016-07-29
10162,38696,Large Purchases,73437,71284,2013-10-12
10163,38698,Adoption Costs,147045,56756,2014-02-10
10164,38699,Home Renovation,98622,39566,2018-06-30
10164,38699,Seasonal Expenses,4243,2305,2015-07-16
10164,38699,Appliance Purchase,182558,55432,2015-06-11
10165,38704,Insurance Premiums,186314,6638,2015-12-11
10166,38708,Home Renovation,147742,140485,2020-10-04
10166,38708,Lifestyle Changes,68156,32032,2017-06-11
10167,38709,Education Expenses,179968,10521,2024-01-01
10168,38711,Credit Score Improvement,55594,11886,2015-12-30
10169,38713,Education Expenses,106003,36106,2013-01-01
10170,38715,Debt Consolidation,23515,22910,2018-07-24
10170,38715,Holiday Shopping,26158,8211,2019-10-15
10170,38715,Other,103756,33523,2011-01-25
10171,38716,Travel and Vacation,86810,17332,2016-10-21
10171,38716,Wedding Costs,95544,92024,2015-01-04
10171,38716,Conservation Projects,44127,2886,2016-01-01
10172,38719,Wedding Costs,67368,60858,2010-12-01
10172,38719,Conservation Projects,196644,72481,2014-02-18
10172,38719,Conservation Projects,1300,47,2012-09-02
10173,38720,Lifestyle Changes,137376,75176,2023-07-06
10173,38720,Adoption Costs,72147,55180,2011-09-21
10174,38730,Special Occasions,93642,82494,2024-01-26
10174,38730,Business Startup,141147,47982,2024-06-16
10174,38730,Technology Purchase,148706,108158,2018-02-13
10175,38732,Other,139524,124876,2014-11-24
10176,38737,Special Occasions,41023,33998,2012-03-05
10176,38737,Charitable Contributions,183558,122513,2017-03-01
10176,38737,Holiday Shopping,4215,1454,2018-01-06
10177,38738,Appliance Purchase,140153,117129,2019-06-13
10178,38739,Funeral Costs,51607,38033,2024-03-16
10178,38739,Legal Settlements,140884,131307,2011-09-09
10178,38739,Renewable Energy Installations,166920,95264,2011-08-23
10179,38740,Travel and Vacation,24917,21437,2013-10-06
10179,38740,Debt Consolidation,129510,28683,2020-04-22
10179,38740,Credit Score Improvement,192788,143602,2014-03-02
10180,38741,Business Expansion,25782,9541,2011-04-08
10181,38749,Insurance Premiums,41764,12082,2013-06-12
10181,38749,Investment Opportunities,60561,51184,2018-01-16
10181,38749,Legal Fees,78076,69679,2021-10-10
10182,38751,Charitable Contributions,18329,1256,2017-09-06
10182,38751,Vehicle Purchase,47468,33945,2016-02-21
10182,38751,Lifestyle Changes,30146,1226,2013-02-10
10183,38752,Medical Expenses,169058,7168,2021-08-02
10183,38752,Medical Expenses,70543,34555,2016-11-25
10184,38754,Business Startup,158840,113076,2013-03-18
10185,38758,Vehicle Purchase,40602,9270,2016-04-10
10186,38759,Moving Expenses,188566,121166,2017-05-26
10187,38761,Other,85900,10171,2019-08-23
10187,38761,Emergency Expenses,168318,122162,2017-06-23
10187,38761,Medical Expenses,86938,15487,2019-12-27
10188,38767,Moving Expenses,152687,148939,2010-11-29
10188,38767,Wedding Costs,118818,20277,2013-12-26
10188,38767,Travel and Vacation,56978,35581,2019-08-24
10189,38772,Appliance Purchase,66615,34579,2012-06-09
10189,38772,Education Expenses,37348,10525,2013-07-01
10190,38777,Appliance Purchase,185456,86954,2014-05-13
10191,38783,Special Occasions,17490,5774,2011-05-24
10191,38783,Emergency Expenses,90480,83301,2021-12-24
10192,38786,Home Purchase,21881,2197,2010-09-20
10192,38786,Special Occasions,70884,13425,2024-05-01
10192,38786,Insurance Premiums,157696,4396,2014-04-01
10193,38791,Funeral Costs,73012,72680,2018-04-11
10194,38796,Home Renovation,110903,109265,2010-03-13
10194,38796,Debt Consolidation,2754,2468,2013-01-03
10194,38796,Credit Score Improvement,5815,2753,2014-03-01
10195,38797,Vehicle Purchase,4855,11,2014-02-19
10196,38798,Personal Projects,82653,72580,2018-08-31
10196,38798,Investment Opportunities,48917,5640,2016-10-21
10196,38798,Large Purchases,6776,4025,2021-11-06
10197,38801,Renewable Energy Installations,52030,32801,2017-11-30
10198,38805,Adoption Costs,62830,40849,2010-04-05
10199,38814,Education Expenses,122211,106951,2011-09-05
10200,38824,Moving Expenses,145927,67928,2017-04-29
10200,38824,Appliance Purchase,156756,118671,2011-08-26
10201,38825,Vehicle Purchase,10735,10270,2016-03-11
10202,38830,Moving Expenses,196192,55692,2014-04-27
10202,38830,Emergency Expenses,31987,7883,2011-09-16
10203,38835,Medical Expenses,148981,102012,2016-03-04
10204,38838,Insurance Premiums,148122,91075,2013-08-06
10204,38838,Large Purchases,67091,43496,2016-08-04
10205,38843,Other,185711,107724,2015-09-21
10205,38843,Insurance Premiums,129197,21792,2011-03-28
10205,38843,Investment Opportunities,183037,169748,2020-10-01
10206,38857,Insurance Premiums,21156,4936,2020-12-06
10206,38857,Legal Settlements,56984,47530,2010-09-11
10206,38857,Home Renovation,11987,4853,2023-01-20
10207,38861,Home Renovation,84143,22550,2012-04-01
10207,38861,Legal Settlements,131930,107660,2014-05-02
10207,38861,Business Startup,65928,56760,2020-09-26
10208,38862,Appliance Purchase,18158,11408,2011-02-03
10208,38862,Other,68723,35958,2012-05-03
10209,38867,Emergency Expenses,120769,25014,2018-04-27
10209,38867,Renewable Energy Installations,39817,16985,2011-06-11
10210,38872,Large Purchases,22050,9789,2010-12-29
10210,38872,Debt Consolidation,53963,7955,2012-05-08
10211,38875,Insurance Premiums,84513,66281,2018-02-20
10212,38877,Investment Opportunities,100594,74627,2012-04-08
10212,38877,Travel and Vacation,9109,4744,2012-12-20
10213,38879,Home Renovation,8572,7819,2010-12-26
10213,38879,Renewable Energy Installations,173095,1904,2016-02-04
10214,38880,Wedding Costs,71012,63264,2010-04-20
10215,38885,Adoption Costs,100147,97653,2022-04-30
10215,38885,Vehicle Purchase,161841,42521,2011-10-16
10215,38885,Lifestyle Changes,116767,69377,2011-04-16
10216,38887,Legal Fees,75000,74151,2014-05-25
10216,38887,Technology Purchase,6841,2963,2014-03-10
10216,38887,Renewable Energy Installations,40638,39409,2012-07-02
10217,38898,Personal Projects,196789,72338,2020-01-20
10217,38898,Adoption Costs,155170,66913,2015-11-17
10217,38898,Investment Opportunities,154075,4172,2020-04-05
10218,38899,Conservation Projects,33930,16001,2012-02-10
10219,38901,Renewable Energy Installations,130762,106606,2012-06-20
10219,38901,Travel and Vacation,43146,22932,2017-03-25
10219,38901,Holiday Shopping,118472,2315,2022-04-20
10220,38902,Vehicle Purchase,105498,26068,2013-02-19
10220,38902,Travel and Vacation,14534,2803,2022-05-24
10220,38902,Personal Projects,181793,63585,2020-12-26
10221,38904,Business Expansion,90322,89546,2023-04-01
10222,38908,Insurance Premiums,189706,131625,2021-11-27
10222,38908,Debt Consolidation,31258,12459,2011-02-02
10222,38908,Legal Fees,159054,102184,2022-05-04
10223,38910,Seasonal Expenses,158647,92180,2022-01-29
10223,38910,Credit Score Improvement,59854,44551,2021-06-12
10224,38911,Seasonal Expenses,18230,18067,2013-11-11
10225,38914,Business Expansion,127536,35938,2015-09-05
10225,38914,Holiday Shopping,30160,11249,2015-05-12
10226,38925,Wedding Costs,29730,13267,2015-01-13
10227,38926,Vehicle Purchase,7882,2819,2021-03-17
10227,38926,Investment Opportunities,135031,58323,2011-09-21
10227,38926,Emergency Expenses,168939,164102,2013-10-18
10228,38927,Other,195017,99771,2017-11-14
10228,38927,Renewable Energy Installations,80959,70961,2023-02-04
10229,38928,Appliance Purchase,41363,8617,2018-12-06
10229,38928,Travel and Vacation,57787,17178,2018-08-20
10229,38928,Personal Projects,34098,30524,2013-07-14
10230,38935,Adoption Costs,50565,21979,2022-10-14
10230,38935,Personal Projects,165782,89629,2023-12-01
10231,38941,Funeral Costs,101121,56052,2011-11-01
10232,38942,Renewable Energy Installations,48471,46404,2021-01-18
10232,38942,Legal Fees,24557,1164,2019-04-12
10233,38946,Debt Consolidation,62945,51535,2018-02-22
10233,38946,Seasonal Expenses,19594,14992,2020-04-10
10234,38947,Travel and Vacation,83553,15091,2015-02-22
10235,38948,Adoption Costs,196804,94836,2013-12-15
10235,38948,Legal Settlements,71268,36346,2021-09-13
10236,38951,Large Purchases,197869,92937,2017-11-14
10236,38951,Investment Opportunities,93031,57464,2010-11-18
10237,38953,Legal Settlements,167210,35633,2015-12-07
10237,38953,Conservation Projects,148172,142464,2012-11-08
10238,38954,Vehicle Purchase,189530,63945,2022-09-14
10239,38955,Home Renovation,152522,40228,2014-05-19
10239,38955,Technology Purchase,15589,5298,2022-04-18
10240,38958,Vehicle Purchase,121018,37732,2019-11-09
10240,38958,Moving Expenses,181460,126769,2015-03-25
10240,38958,Adoption Costs,134302,26574,2012-07-13
10241,38963,Credit Score Improvement,81309,18340,2014-06-02
10241,38963,Business Startup,39169,19408,2019-07-29
10242,38976,Funeral Costs,9913,1892,2011-02-17
10242,38976,Education Expenses,49657,8906,2016-09-17
10242,38976,Legal Fees,137425,96155,2017-02-10
10243,38977,Other,16451,13384,2010-01-26
10244,38978,Lifestyle Changes,13385,7515,2021-02-06
10244,38978,Wedding Costs,143261,33406,2019-12-08
10245,38980,Technology Purchase,10135,745,2010-10-30
10245,38980,Debt Consolidation,62213,36022,2024-03-29
10246,38990,Lifestyle Changes,46569,35344,2022-06-02
10246,38990,Lifestyle Changes,75735,42379,2016-03-13
10246,38990,Investment Opportunities,185230,179887,2021-05-12
10247,38992,Vehicle Purchase,68155,65454,2014-01-02
10247,38992,Medical Expenses,183384,13345,2018-11-23
10247,38992,Moving Expenses,119300,34674,2012-02-23
10248,38997,Home Purchase,95095,36665,2017-11-21
10249,39009,Adoption Costs,66958,3641,2015-03-24
10249,39009,Home Renovation,155220,3155,2011-09-30
10249,39009,Business Startup,77470,8540,2015-12-18
10250,39014,Seasonal Expenses,78364,73187,2021-01-13
10250,39014,Large Purchases,62959,55534,2022-09-06
10251,39015,Charitable Contributions,155288,111818,2022-03-29
10251,39015,Wedding Costs,140062,26101,2014-05-28
10251,39015,Home Renovation,43400,32890,2010-03-17
10252,39029,Moving Expenses,124024,108492,2011-07-07
10253,39030,Wedding Costs,131409,82123,2023-02-20
10253,39030,Wedding Costs,46112,40574,2022-07-21
10253,39030,Lifestyle Changes,178616,91969,2013-09-25
10254,39049,Conservation Projects,98402,17880,2011-09-05
10254,39049,Charitable Contributions,112126,59797,2018-07-19
10255,39050,Home Renovation,180473,18714,2019-07-24
10255,39050,Education Expenses,21819,1336,2020-10-30
10256,39055,Investment Opportunities,151781,74019,2019-09-21
10256,39055,Legal Fees,71465,7536,2012-07-11
10256,39055,Legal Settlements,3133,1517,2015-07-04
10257,39062,Renewable Energy Installations,121404,62007,2010-10-27
10258,39063,Other,114422,42149,2019-10-31
10258,39063,Holiday Shopping,133351,53277,2014-10-17
10258,39063,Funeral Costs,53232,16490,2012-11-03
10259,39067,Debt Consolidation,76082,38328,2024-03-09
10259,39067,Moving Expenses,183765,67358,2015-03-21
10260,39070,Travel and Vacation,97678,42968,2016-01-22
10260,39070,Large Purchases,36479,24344,2015-03-28
10261,39071,Home Purchase,22261,19354,2021-02-05
10261,39071,Moving Expenses,178951,78755,2023-07-28
10261,39071,Wedding Costs,196962,107996,2011-05-29
10262,39075,Education Expenses,32142,10130,2010-06-01
10262,39075,Legal Fees,157385,45703,2011-03-20
10263,39077,Personal Projects,106003,41050,2015-07-05
10264,39082,Seasonal Expenses,182210,39273,2011-09-16
10265,39088,Renewable Energy Installations,79660,20793,2024-05-17
10266,39094,Legal Settlements,59410,57771,2019-03-15
10266,39094,Funeral Costs,105147,50475,2020-05-24
10267,39106,Charitable Contributions,65182,63767,2011-11-12
10267,39106,Renewable Energy Installations,111195,104686,2021-10-13
10268,39109,Business Expansion,97366,38261,2011-11-06
10268,39109,Emergency Expenses,116654,48481,2015-02-06
10269,39116,Credit Score Improvement,19037,6362,2018-06-15
10270,39117,Seasonal Expenses,157658,68111,2017-05-03
10271,39118,Home Renovation,21564,4417,2017-07-07
10271,39118,Credit Score Improvement,44069,43948,2012-04-25
10271,39118,Charitable Contributions,14599,10593,2016-05-10
10272,39120,Large Purchases,28108,1746,2016-08-14
10272,39120,Wedding Costs,65327,48423,2014-03-28
10272,39120,Lifestyle Changes,149078,91510,2018-07-25
10273,39129,Legal Fees,105033,64198,2014-12-14
10274,39135,Travel and Vacation,80428,8523,2021-02-18
10274,39135,Debt Consolidation,188585,157225,2014-01-01
10275,39136,Education Expenses,153955,136313,2022-10-19
10275,39136,Legal Fees,181570,104570,2014-01-10
10276,39139,Business Expansion,21196,592,2014-12-06
10276,39139,Wedding Costs,65223,46959,2015-07-04
10276,39139,Funeral Costs,170895,139533,2018-09-10
10277,39146,Wedding Costs,146762,85441,2011-09-19
10278,39150,Debt Consolidation,148584,67687,2012-12-13
10278,39150,Insurance Premiums,70749,11285,2016-02-24
10278,39150,Travel and Vacation,57102,2560,2017-11-26
10279,39156,Funeral Costs,177842,168513,2012-08-08
10279,39156,Home Renovation,17092,1450,2014-04-02
10280,39157,Seasonal Expenses,35931,19754,2013-05-25
10280,39157,Moving Expenses,135374,59844,2010-11-03
10280,39157,Home Purchase,89509,59258,2019-11-28
10281,39162,Special Occasions,29125,14773,2013-05-14
10281,39162,Credit Score Improvement,6236,4040,2016-07-13
10282,39168,Credit Score Improvement,87651,32574,2016-05-20
10282,39168,Appliance Purchase,177966,155913,2015-03-30
10283,39170,Insurance Premiums,100695,73327,2014-03-31
10284,39171,Credit Score Improvement,136190,41102,2023-03-29
10284,39171,Home Purchase,64897,11853,2023-01-18
10284,39171,Appliance Purchase,76679,40566,2018-02-04
10285,39173,Business Startup,89275,69923,2023-02-05
10285,39173,Business Expansion,143663,107304,2021-02-10
10285,39173,Appliance Purchase,24609,7661,2019-03-16
10286,39176,Education Expenses,169467,133023,2014-07-17
10286,39176,Home Purchase,98607,5661,2016-09-15
10286,39176,Investment Opportunities,75625,9726,2023-09-01
10287,39177,Investment Opportunities,123791,6392,2017-03-13
10288,39180,Business Expansion,55034,33583,2019-09-01
10288,39180,Credit Score Improvement,100126,91197,2014-01-04
10289,39181,Moving Expenses,161090,147563,2015-04-29
10289,39181,Insurance Premiums,174456,82223,2017-02-15
10290,39188,Emergency Expenses,136171,49898,2012-03-14
10290,39188,Vehicle Purchase,132732,119935,2022-10-24
10290,39188,Appliance Purchase,170887,163046,2019-02-17
10291,39198,Education Expenses,129826,73033,2020-09-27
10291,39198,Special Occasions,115519,37419,2013-08-06
10292,39199,Vehicle Purchase,110911,88770,2014-05-25
10292,39199,Education Expenses,194226,21340,2022-06-21
10292,39199,Technology Purchase,169450,129243,2022-09-12
10293,39201,Conservation Projects,60753,24625,2014-01-16
10293,39201,Adoption Costs,125455,86131,2011-05-31
10293,39201,Moving Expenses,136755,62053,2023-02-16
10294,39202,Funeral Costs,143464,48108,2019-12-07
10295,39203,Legal Settlements,143246,25361,2016-08-22
10296,39209,Vehicle Purchase,115425,66048,2017-11-02
10296,39209,Investment Opportunities,104571,47890,2024-02-28
10296,39209,Special Occasions,192076,131318,2016-02-15
10297,39210,Credit Score Improvement,47585,38855,2012-10-26
10297,39210,Adoption Costs,47332,38448,2010-07-03
10297,39210,Seasonal Expenses,190328,139468,2016-08-27
10298,39211,Appliance Purchase,27673,11368,2014-11-11
10299,39217,Emergency Expenses,156165,26183,2014-09-02
10300,39219,Conservation Projects,136851,14910,2024-01-06
10300,39219,Renewable Energy Installations,187130,166228,2019-03-01
10301,39227,Home Renovation,185577,138957,2017-09-04
10302,39228,Investment Opportunities,20377,846,2016-12-12
10302,39228,Appliance Purchase,65212,51080,2020-05-11
10302,39228,Adoption Costs,77760,52244,2015-09-11
10303,39232,Renewable Energy Installations,64972,19661,2011-12-14
10303,39232,Appliance Purchase,146098,6396,2014-05-06
10304,39234,Lifestyle Changes,171695,97581,2010-08-17
10305,39235,Business Startup,182223,169269,2022-05-05
10305,39235,Appliance Purchase,31920,31448,2014-10-23
10306,39236,Business Startup,34371,9542,2015-05-03
10306,39236,Legal Fees,105845,91401,2011-10-11
10307,39238,Large Purchases,182374,113257,2013-07-26
10307,39238,Education Expenses,154726,116610,2018-10-03
10307,39238,Funeral Costs,53222,10122,2019-11-06
10308,39244,Legal Fees,195765,46289,2022-10-10
10308,39244,Investment Opportunities,48539,11047,2010-10-08
10309,39245,Business Startup,174608,139763,2012-10-24
10309,39245,Emergency Expenses,104731,70204,2015-10-05
10310,39259,Technology Purchase,58902,15905,2022-12-05
10310,39259,Legal Settlements,48542,38791,2010-04-12
10310,39259,Holiday Shopping,87833,19721,2024-01-02
10311,39260,Seasonal Expenses,93738,50528,2017-03-01
10311,39260,Seasonal Expenses,123557,71140,2021-05-03
10311,39260,Emergency Expenses,50258,21917,2017-11-10
10312,39261,Seasonal Expenses,120732,68152,2016-03-02
10312,39261,Seasonal Expenses,23192,15025,2024-06-22
10313,39266,Holiday Shopping,60946,56073,2017-12-02
10313,39266,Vehicle Purchase,112863,38278,2020-03-26
10314,39268,Personal Projects,109222,59670,2023-08-17
10314,39268,Home Renovation,166977,103503,2021-01-11
10315,39270,Home Renovation,67724,49180,2019-09-10
10315,39270,Other,41024,26436,2022-03-30
10316,39272,Seasonal Expenses,63255,8752,2011-04-26
10316,39272,Education Expenses,150048,57464,2017-06-24
10317,39280,Charitable Contributions,134623,45195,2012-01-26
10317,39280,Appliance Purchase,138535,30958,2023-04-04
10318,39281,Credit Score Improvement,11150,8356,2019-05-12
10319,39288,Special Occasions,79980,45869,2015-01-10
10320,39294,Business Startup,190123,8929,2015-10-15
10320,39294,Home Renovation,100470,73202,2014-05-21
10321,39296,Large Purchases,196739,129639,2018-01-20
10321,39296,Medical Expenses,199343,116807,2018-01-29
10322,39298,Investment Opportunities,190164,112884,2014-03-11
10323,39303,Legal Fees,123695,72033,2016-12-14
10323,39303,Medical Expenses,2468,1691,2020-08-24
10323,39303,Large Purchases,162656,19584,2019-12-07
10324,39304,Home Renovation,180987,74862,2018-03-23
10324,39304,Home Purchase,20187,16100,2016-06-16
10325,39311,Appliance Purchase,30218,2893,2015-09-26
10325,39311,Holiday Shopping,168738,153033,2019-10-25
10325,39311,Moving Expenses,108158,93062,2019-01-22
10326,39312,Education Expenses,150662,14746,2016-07-03
10326,39312,Debt Consolidation,171718,144356,2022-04-21
10327,39315,Special Occasions,46927,42691,2021-03-19
10327,39315,Moving Expenses,137110,5260,2014-10-15
10328,39316,Home Renovation,189280,186941,2016-01-25
10328,39316,Technology Purchase,91011,21811,2020-04-20
10329,39320,Medical Expenses,148883,39045,2010-01-03
10329,39320,Business Startup,56388,55291,2015-04-15
10329,39320,Adoption Costs,111953,5910,2021-10-31
10330,39325,Debt Consolidation,93477,72107,2019-04-24
10330,39325,Medical Expenses,18289,4415,2020-11-29
10331,39334,Renewable Energy Installations,189475,59404,2020-07-09
10331,39334,Home Renovation,18513,3411,2015-07-14
10331,39334,Credit Score Improvement,122322,73084,2010-07-07
10332,39336,Business Expansion,192067,106283,2023-08-22
10333,39337,Seasonal Expenses,154851,26619,2014-02-15
10333,39337,Business Expansion,182517,22028,2021-06-24
10334,39343,Legal Settlements,132770,66150,2020-10-19
10334,39343,Travel and Vacation,18802,6925,2014-12-18
10334,39343,Legal Fees,25409,19910,2019-10-27
10335,39344,Business Startup,38032,30270,2011-03-22
10335,39344,Large Purchases,61597,41813,2019-09-03
10336,39350,Holiday Shopping,137534,64424,2016-05-07
10336,39350,Adoption Costs,137375,64075,2016-07-07
10337,39356,Travel and Vacation,88850,81769,2010-04-19
10337,39356,Seasonal Expenses,5585,2854,2010-02-26
10338,39361,Legal Settlements,191141,52792,2010-08-30
10339,39366,Business Expansion,108735,69497,2016-04-12
10340,39369,Credit Score Improvement,148244,51512,2021-05-16
10341,39374,Debt Consolidation,131253,37699,2011-12-03
10341,39374,Insurance Premiums,164439,13739,2018-11-21
10342,39378,Holiday Shopping,17116,5432,2016-09-28
10342,39378,Legal Fees,139851,26011,2015-03-27
10343,39383,Adoption Costs,39737,21521,2010-07-10
10343,39383,Funeral Costs,87608,13028,2014-04-23
10343,39383,Appliance Purchase,126187,3383,2017-09-16
10344,39390,Education Expenses,7007,1934,2023-09-09
10344,39390,Moving Expenses,66582,1611,2015-12-07
10345,39401,Credit Score Improvement,12392,7252,2018-04-30
10345,39401,Large Purchases,25438,9158,2015-08-22
10345,39401,Seasonal Expenses,193711,188895,2011-11-14
10346,39405,Other,182649,75460,2013-03-13
10347,39406,Technology Purchase,69663,39759,2020-12-02
10348,39414,Legal Settlements,97753,50756,2015-05-23
10348,39414,Special Occasions,121540,28280,2013-05-07
10349,39419,Insurance Premiums,85529,32179,2016-12-29
10350,39420,Moving Expenses,15854,11873,2020-10-21
10350,39420,Conservation Projects,175046,97619,2023-09-03
10350,39420,Education Expenses,106037,46096,2021-06-17
10351,39421,Business Startup,94783,76263,2020-11-28
10351,39421,Credit Score Improvement,57748,21429,2018-08-13
10351,39421,Education Expenses,190931,173832,2014-08-01
10352,39427,Moving Expenses,2556,170,2020-10-20
10353,39430,Vehicle Purchase,187158,9137,2013-08-02
10354,39435,Travel and Vacation,53607,37574,2012-12-19
10355,39438,Home Purchase,145637,59654,2015-04-25
10355,39438,Holiday Shopping,129513,51274,2020-07-07
10355,39438,Technology Purchase,104071,58362,2013-05-29
10356,39441,Special Occasions,120862,14949,2020-11-09
10356,39441,Other,111677,105784,2015-02-26
10357,39443,Business Expansion,110998,53302,2016-12-05
10357,39443,Special Occasions,126546,46694,2012-04-17
10357,39443,Legal Settlements,123516,104696,2020-06-04
10358,39445,Home Renovation,108718,38003,2010-12-03
10358,39445,Business Expansion,68497,55428,2011-01-05
10358,39445,Wedding Costs,147417,57730,2019-02-22
10359,39446,Technology Purchase,78036,68443,2022-06-30
10359,39446,Business Startup,2596,254,2017-07-15
10359,39446,Renewable Energy Installations,20030,18310,2019-01-29
10360,39451,Debt Consolidation,76151,41179,2017-02-28
10360,39451,Emergency Expenses,33099,3133,2016-05-15
10361,39460,Other,174176,165413,2020-08-19
10361,39460,Funeral Costs,192275,189909,2015-02-18
10362,39461,Moving Expenses,43919,13307,2022-08-21
10362,39461,Debt Consolidation,142233,18065,2014-03-27
10363,39473,Other,199140,133758,2019-07-11
10363,39473,Technology Purchase,73355,73073,2017-06-17
10363,39473,Charitable Contributions,4834,3309,2022-02-18
10364,39478,Large Purchases,64453,33796,2015-11-09
10364,39478,Large Purchases,129175,97033,2012-09-07
10365,39480,Home Purchase,139067,8205,2018-01-26
10365,39480,Renewable Energy Installations,83364,42895,2019-10-21
10365,39480,Large Purchases,16856,9039,2014-08-03
10366,39482,Investment Opportunities,126833,43373,2019-01-28
10367,39485,Personal Projects,58076,49186,2010-08-08
10368,39491,Vehicle Purchase,29202,7346,2013-02-25
10368,39491,Business Expansion,98849,67899,2021-12-31
10368,39491,Special Occasions,183682,95788,2019-02-06
10369,39496,Medical Expenses,151917,67088,2023-11-29
10369,39496,Large Purchases,181853,92860,2023-06-27
10370,39506,Travel and Vacation,106321,88340,2023-03-13
10370,39506,Technology Purchase,7840,209,2015-06-25
10370,39506,Legal Settlements,170924,27431,2015-05-01
10371,39516,Moving Expenses,39712,24292,2021-06-19
10371,39516,Travel and Vacation,136312,49212,2010-04-06
10372,39521,Charitable Contributions,173656,135141,2019-06-15
10372,39521,Holiday Shopping,14028,9198,2010-01-17
10372,39521,Legal Fees,96035,92158,2011-09-16
10373,39532,Business Startup,164609,119286,2010-10-19
10373,39532,Insurance Premiums,91775,53579,2011-01-02
10373,39532,Credit Score Improvement,127235,14493,2015-05-31
10374,39536,Special Occasions,84719,60758,2020-08-23
10374,39536,Funeral Costs,60817,31872,2012-08-31
10374,39536,Appliance Purchase,1095,380,2015-11-29
10375,39539,Special Occasions,153613,130492,2012-05-23
10375,39539,Legal Settlements,115294,78121,2021-07-25
10375,39539,Appliance Purchase,192762,111942,2016-12-27
10376,39541,Debt Consolidation,143226,44133,2013-08-10
10377,39542,Funeral Costs,108688,90476,2017-02-18
10377,39542,Wedding Costs,104705,78479,2010-05-13
10377,39542,Appliance Purchase,65340,59614,2017-09-27
10378,39543,Seasonal Expenses,26611,19045,2021-01-18
10379,39545,Adoption Costs,16557,3952,2016-08-11
10379,39545,Business Startup,36339,20830,2019-11-06
10379,39545,Wedding Costs,75908,6668,2010-08-20
10380,39547,Emergency Expenses,160590,35744,2024-02-17
10380,39547,Moving Expenses,119401,69717,2014-10-12
10381,39548,Holiday Shopping,165861,155723,2018-10-16
10382,39549,Conservation Projects,119118,55861,2010-01-31
10382,39549,Adoption Costs,48750,7021,2011-12-09
10382,39549,Emergency Expenses,171480,21639,2010-12-14
10383,39551,Home Purchase,41504,18112,2021-09-28
10384,39552,Adoption Costs,193539,189064,2013-08-06
10384,39552,Education Expenses,64863,55393,2019-10-05
